caseId,ACBarrett,AFortas,AMKennedy,AScalia,BMKavanaugh,BRWhite,CEWhittaker,CThomas,DHSouter,EKagan,EWarren,FFrankfurter,FMVinson,FMurphy,HABlackmun,HHBurton,HLBlack,JGRoberts,JHarlan2,JPStevens,KBJackson,LFPowell,NMGorsuch,PStewart,RBGinsburg,RHJackson,SAAlito,SDOConnor,SFReed,SGBreyer,SMinton,SSotomayor,TCClark,TMarshall,WBRutledge,WEBurger,WHRehnquist,WJBrennan,WODouglas
2007-023,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,
2007-024,,,0.0,0.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-025,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-026,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2007-027,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-028,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2007-031,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2007-033,,,1.0,1.0,,,,0.0,0.0,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-035,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2007-036,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-037,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-038,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2007-039,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-040,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2007-041,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-042,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-043,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-044,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2007-047,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2007-052,,,0.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2007-053,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-054,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-056,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-057,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-058,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2007-059,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-060,,,0.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-061,,,0.0,0.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,0.0,,0.0,,,1.0,,,,,,,,,
2007-062,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-063,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2007-064,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2007-065,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-066,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2007-067,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-068,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2007-069,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,
2007-070,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,0.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2007-071,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-003,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-005,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-006,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-009,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-010,,,1.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-011,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-024,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-027,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-029,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-031,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,0.0,,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2008-032,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2008-035,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-039,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-040,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-041,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-043,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-044,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2008-045,,,0.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-048,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-049,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-051,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-053,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,0.0,,0.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-056,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-057,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-058,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-059,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-064,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-065,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-067,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,,,,,,,,
2008-069,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-071,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-072,,,1.0,0.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-073,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-074,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-075,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-076,,,1.0,0.0,,,,0.0,0.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-077,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,,,,,,,,
2008-078,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,
2008-079,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,
2008-080,,,0.0,0.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-081,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2008-082,,,0.0,1.0,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,
2008-083,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,,,
2009-002,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-004,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-011,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2009-012,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-013,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-014,,,1.0,1.0,,,,0.0,,,,,,,,,,0.0,,1.0,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2009-019,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-024,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2009-028,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2009-029,,,1.0,1.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-032,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2009-033,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,0.0,,,0.0,,1.0,,,,,,,
2009-034,,,1.0,0.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-037,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2009-040,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2009-041,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-042,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-044,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-045,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-046,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-047,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-048,,,1.0,1.0,,,,0.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2009-049,,,1.0,0.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-050,,,1.0,0.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-056,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2009-057,,,0.0,0.0,,,,1.0,,,,,,,,,,0.0,,1.0,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2009-060,,,1.0,1.0,,,,0.0,,,,,,,,,,0.0,,1.0,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2009-061,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-063,,,1.0,1.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,0.0,,,1.0,,1.0,,,,,,,
2009-064,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2009-065,,,1.0,0.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-070,,,0.0,0.0,,,,1.0,,,,,,,,,,0.0,,0.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-071,,,1.0,0.0,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-072,,,0.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-073,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2009-075,,,1.0,1.0,,,,1.0,,,,,,,,,,0.0,,1.0,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2009-076,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-077,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-078,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-079,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2009-080,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2009-082,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2009-083,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2009-084,,,0.0,1.0,,,,1.0,,,,,,,,,,0.0,,1.0,,,,,0.0,,0.0,,,1.0,,1.0,,,,,,,
2009-088,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2009-090,,,1.0,0.0,,,,0.0,,,,,,,,,,0.0,,1.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2009-091,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-002,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-003,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-004,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2010-006,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-008,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-009,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-010,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-014,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-015,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2010-016,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2010-018,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-019,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2010-020,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-021,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-022,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-023,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-024,,,1.0,1.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-027,,,0.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-029,,,1.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-031,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-032,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-034,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-035,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-036,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2010-037,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-039,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-040,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-041,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2010-042,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-043,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2010-044,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2010-047,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-048,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-049,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,0.0,,,1.0,,1.0,,,,,,,
2010-050,,,0.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-051,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-052,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-055,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2010-057,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-059,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2010-060,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2010-061,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2010-062,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2010-063,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-066,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2010-067,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-070,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-072,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2010-073,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-074,,,0.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-075,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2010-076,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
