caseId,ACBarrett,AFortas,AMKennedy,AScalia,BMKavanaugh,BRWhite,CEWhittaker,CThomas,DHSouter,EKagan,EWarren,FFrankfurter,FMVinson,FMurphy,HABlackmun,HHBurton,HLBlack,JGRoberts,JHarlan2,JPStevens,KBJackson,LFPowell,NMGorsuch,PStewart,RBGinsburg,RHJackson,SAAlito,SDOConnor,SFReed,SGBreyer,SMinton,SSotomayor,TCClark,TMarshall,WBRutledge,WEBurger,WHRehnquist,WJBrennan,WODouglas
2010-077,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2010-078,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2010-079,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2010-082,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2010-084,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-006,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2011-007,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2011-008,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-009,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2011-015,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2011-016,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-017,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2011-022,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2011-023,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-026,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2011-028,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-029,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-031,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-032,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-033,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2011-036,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-037,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2011-038,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-039,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-041,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2011-042,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-043,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-046,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-052,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2011-053,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2011-055,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-057,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2011-059,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-061,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2011-062,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-064,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,0.0,,,1.0,,1.0,,,,,,,
2011-065,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2011-066,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,1.0,,,,,,,
2011-067,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2011-068,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2011-069,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2011-070,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2011-071,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-072,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2011-074,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-075,,,1.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-076,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2011-077,,,0.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-001,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2012-010,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2012-013,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2012-016,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-018,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-019,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2012-020,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2012-021,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-023,,,0.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2012-025,,,0.0,0.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2012-027,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2012-030,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2012-031,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-034,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-035,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-037,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2012-038,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-040,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-044,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-048,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-049,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-050,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2012-054,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-060,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-062,,,0.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-063,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2012-064,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-065,,,1.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2012-066,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-067,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2012-068,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2012-069,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-070,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-071,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2012-072,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-073,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-074,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2012-075,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2012-077,,,0.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,0.0,,,,,,,
2012-079,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-008,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2013-017,,,1.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2013-019,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2013-020,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2013-022,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-024,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,0.0,,,,,,,
2013-027,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2013-028,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-029,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2013-031,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2013-033,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2013-035,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2013-036,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2013-037,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2013-038,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2013-039,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-042,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2013-045,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2013-046,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-048,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,0.0,,,1.0,,1.0,,,,,,,
2013-054,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2013-056,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,0.0,,0.0,,,,,,,
2013-057,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2013-059,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2013-061,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-063,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-067,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2013-070,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2013-071,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2014-001,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2014-004,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-007,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-008,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-009,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-010,,,0.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-011,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-013,,,0.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2014-015,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-016,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-017,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-019,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2014-021,,,1.0,0.0,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2014-024,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-025,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-033,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-036,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-038,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-039,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2014-040,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-041,,,0.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-042,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2014-046,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-047,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2014-048,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-050,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-051,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2014-052,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-054,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2014-055,,,0.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-056,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2014-058,,,0.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-059,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2014-061,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2014-062,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-063,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2014-064,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-068,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-069,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2014-070,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2014-071,,,1.0,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2014-072,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-002,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2015-003,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2015-004,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2015-005,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2015-006,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-007,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-008,,,1.0,0.0,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-009,,,1.0,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-010,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2015-011,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-012,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2015-013,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2015-016,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2015-017,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-018,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-019,,,0.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-021,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-022,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-024,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2015-025,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2015-026,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-027,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
