caseId,ACBarrett,AFortas,AMKennedy,AScalia,BMKavanaugh,BRWhite,CEWhittaker,CThomas,DHSouter,EKagan,EWarren,FFrankfurter,FMVinson,FMurphy,HABlackmun,HHBurton,HLBlack,JGRoberts,JHarlan2,JPStevens,KBJackson,LFPowell,NMGorsuch,PStewart,RBGinsburg,RHJackson,SAAlito,SDOConnor,SFReed,SGBreyer,SMinton,SSotomayor,TCClark,TMarshall,WBRutledge,WEBurger,WHRehnquist,WJBrennan,WODouglas
2015-028,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-029,,,1.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-030,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2015-031,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-033,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2015-034,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2015-035,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-036,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-037,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-038,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-039,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2015-040,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-041,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-042,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-044,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2015-045,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-046,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-047,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-048,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-049,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-050,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2015-051,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-052,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-053,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-054,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-055,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-056,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-062,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,0.0,,,1.0,,0.0,,,,,,,
2015-063,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-064,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-065,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2015-066,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-067,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-068,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-069,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2015-070,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-071,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,0.0,,,,,,,
2015-072,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,0.0,,,0.0,,1.0,,,,,,,
2015-075,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2015-076,,,0.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-001,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-002,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-003,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2016-004,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-005,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-006,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-007,,,0.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2016-008,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-009,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2016-010,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-011,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2016-013,,,0.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-014,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-015,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-016,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-020,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-026,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-027,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-029,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-030,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-031,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-033,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-034,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-035,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-036,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-037,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-039,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2016-040,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-041,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2016-042,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-043,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2016-044,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2016-045,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-046,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-047,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-048,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-049,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-051,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-052,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-053,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-054,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-055,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-056,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-057,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-058,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-060,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-061,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2016-062,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-063,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2016-065,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2016-068,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2016-069,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2016-070,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2016-071,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2016-072,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2016-073,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2016-076,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-001,,,0.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-002,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-003,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-005,,,0.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-010,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-012,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-014,,,0.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-017,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-018,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-020,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2017-021,,,0.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-022,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2017-023,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-024,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-025,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-026,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-027,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-031,,,1.0,,,,,0.0,,0.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-039,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-040,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-041,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-042,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-043,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2017-044,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-045,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-046,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-047,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-049,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-050,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-057,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-058,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2017-059,,,1.0,,,,,1.0,,0.0,,,,,,,,0.0,,,,,1.0,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2017-062,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,,,,
2017-063,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2017-064,,,1.0,,,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-067,,,1.0,,,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-069,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2017-070,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2017-071,,,0.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2017-072,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-074,,,1.0,,,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2017-075,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-001,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-002,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-003,,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-004,,,,,0.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-005,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-006,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-007,,,,,1.0,,,1.0,,0.0,,,,,,,,0.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2018-009,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-010,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-011,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-013,,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-014,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-015,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-016,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2018-017,,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2018-019,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-020,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-022,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-023,,,,,1.0,,,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-026,,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-028,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,1.0,,,,,,,
2018-029,,,,,0.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-033,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,0.0,,,,,,,
2018-034,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2018-036,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-039,,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-040,,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,
2018-041,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,1.0,,,,,,,
2018-044,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-045,,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-047,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-048,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2018-049,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2018-050,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-052,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
2018-056,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-057,,,,,0.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,0.0,,1.0,,,,,,,
2018-060,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-062,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,
2018-064,,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,1.0,,,0.0,,0.0,,,,,,,
2018-066,,,,,1.0,,,0.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-067,,,,,1.0,,,1.0,,0.0,,,,,,,,1.0,,,,,0.0,,0.0,,1.0,,,1.0,,0.0,,,,,,,
2018-068,,,,,0.0,,,0.0,,1.0,,,,,,,,1.0,,,,,0.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-072,,,,,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,,,,,,,
2018-073,,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,
